FIPS,county_name,county,month,day,year,population,primary_point
19119,Lyon County,Lyon,7,1,1996,11724,POINT (-96.2102924 43.380497)
19197,Wright County,Wright,7,1,1996,14674,POINT (-93.7351465 42.7331189)
19193,Woodbury County,Woodbury,7,1,1996,103346,POINT (-96.0447673 42.3897169)
19135,Monroe County,Monroe,7,1,1996,8203,POINT (-92.8689877 41.0297826)
19041,Clay County,Clay,7,1,1996,17577,POINT (-95.1509194 43.0825804)
19115,Louisa County,Louisa,7,1,1996,11939,POINT (-91.2596184 41.2185073)
19051,Davis County,Davis,7,1,1996,8512,POINT (-92.4097173 40.7476891)
19033,Cerro Gordo County,Cerro Gordo,7,1,1996,47196,POINT (-93.2608184 43.0815577)
19005,Allamakee County,Allamakee,7,1,1996,14484,POINT (-91.3780923 43.2842838)
19169,Story County,Story,7,1,1996,76265,POINT (-93.4650448 42.0362415)
19105,Jones County,Jones,7,1,1996,20521,POINT (-91.1314352 42.1212397)
19095,Iowa County,Iowa,7,1,1996,15136,POINT (-92.065524 41.6863229)
19189,Winnebago County,Winnebago,7,1,1996,11804,POINT (-93.7341955 43.3775678)
19091,Humboldt County,Humboldt,7,1,1996,10457,POINT (-94.2071868 42.7764686)
19167,Sioux County,Sioux,7,1,1996,31347,POINT (-96.1778827 43.0826174)
19109,Kossuth County,Kossuth,7,1,1996,17836,POINT (-94.2067199 43.20413)
19035,Cherokee County,Cherokee,7,1,1996,13635,POINT (-95.6238055 42.7356226)
19067,Floyd County,Floyd,7,1,1996,17001,POINT (-92.7890033 43.0599208)
19141,Obrien County,Obrien,7,1,1996,15647,POINT (-95.6248784 43.0837527)
19025,Calhoun County,Calhoun,7,1,1996,11473,POINT (-94.6404136 42.3851848)
19177,Van Buren County,Van Buren,7,1,1996,7701,POINT (-91.9499871 40.7532294)
19049,Dallas County,Dallas,7,1,1996,34050,POINT (-94.0397374 41.6848862)
19125,Marion County,Marion,7,1,1996,31143,POINT (-93.0994367 41.3344515)
19103,Johnson County,Johnson,7,1,1996,104488,POINT (-91.5880849 41.6715511)
19111,Lee County,Lee,7,1,1996,39107,POINT (-91.479264 40.6419764)
19029,Cass County,Cass,7,1,1996,15043,POINT (-94.9278266 41.3314876)
19043,Clayton County,Clayton,7,1,1996,18871,POINT (-91.3414328 42.8447493)
19039,Clarke County,Clarke,7,1,1996,8486,POINT (-93.7851579 41.0290323)
19083,Hardin County,Hardin,7,1,1996,19103,POINT (-93.2404025 42.3838803)
19019,Buchanan County,Buchanan,7,1,1996,21141,POINT (-91.8378392 42.4707777)
19101,Jefferson County,Jefferson,7,1,1996,16468,POINT (-91.9488774 41.0317596)
19069,Franklin County,Franklin,7,1,1996,11016,POINT (-93.262473 42.7325458)
19009,Audubon County,Audubon,7,1,1996,6954,POINT (-94.9058222 41.6845893)
19011,Benton County,Benton,7,1,1996,23962,POINT (-92.0656912 42.0801864)
19183,Washington County,Washington,7,1,1996,20245,POINT (-91.7178676 41.335591)
19173,Taylor County,Taylor,7,1,1996,7069,POINT (-94.6964148 40.7374324)
19097,Jackson County,Jackson,7,1,1996,20196,POINT (-90.5742294 42.1717426)
19093,Ida County,Ida,7,1,1996,8206,POINT (-95.5134962 42.3868747)
19099,Jasper County,Jasper,7,1,1997,35715,POINT (-93.053765 41.6860394)
19165,Shelby County,Shelby,7,1,1997,13311,POINT (-95.3102113 41.6850926)
19177,Van Buren County,Van Buren,7,1,1997,7669,POINT (-91.9499871 40.7532294)
19167,Sioux County,Sioux,7,1,1997,31196,POINT (-96.1778827 43.0826174)
19021,Buena Vista County,Buena Vista,7,1,1997,20506,POINT (-95.151149 42.7354936)
19095,Iowa County,Iowa,7,1,1997,15332,POINT (-92.065524 41.6863229)
19185,Wayne County,Wayne,7,1,1997,6936,POINT (-93.3273639 40.7394702)
19049,Dallas County,Dallas,7,1,1997,35380,POINT (-94.0397374 41.6848862)
19103,Johnson County,Johnson,7,1,1997,105355,POINT (-91.5880849 41.6715511)
19037,Chickasaw County,Chickasaw,7,1,1997,13270,POINT (-92.3176637 43.0600414)
19093,Ida County,Ida,7,1,1997,8092,POINT (-95.5134962 42.3868747)
19157,Poweshiek County,Poweshiek,7,1,1997,19004,POINT (-92.5314684 41.6864422)
19029,Cass County,Cass,7,1,1997,15005,POINT (-94.9278266 41.3314876)
19171,Tama County,Tama,7,1,1997,17885,POINT (-92.5325425 42.0798117)
19127,Marshall County,Marshall,7,1,1997,39103,POINT (-92.9987706 42.0358499)
19019,Buchanan County,Buchanan,7,1,1997,21126,POINT (-91.8378392 42.4707777)
19043,Clayton County,Clayton,7,1,1997,18930,POINT (-91.3414328 42.8447493)
19023,Butler County,Butler,7,1,1997,15531,POINT (-92.7901934 42.7315661)
19055,Delaware County,Delaware,7,1,1997,18324,POINT (-91.3673502 42.471211)
19187,Webster County,Webster,7,1,1997,39461,POINT (-94.1817881 42.4279662)
19113,Linn County,Linn,7,1,1997,183167,POINT (-91.5989646 42.0789478)
19027,Carroll County,Carroll,7,1,1997,21651,POINT (-94.8605593 42.0362382)
19129,Mills County,Mills,7,1,1997,13819,POINT (-95.6213267 41.0334523)
19013,Black Hawk County,Black Hawk,7,1,1997,127392,POINT (-92.3088197 42.4700957)
19191,Winneshiek County,Winneshiek,7,1,1997,21128,POINT (-91.8437074 43.2906746)
19163,Scott County,Scott,7,1,1997,156751,POINT (-90.6232428 41.6370978)
19101,Jefferson County,Jefferson,7,1,1997,16517,POINT (-91.9488774 41.0317596)
19087,Henry County,Henry,7,1,1997,20025,POINT (-91.5445241 40.9879383)
19091,Humboldt County,Humboldt,7,1,1997,10475,POINT (-94.2071868 42.7764686)
19145,Page County,Page,7,1,1997,17344,POINT (-95.1501747 40.7391444)
19003,Adams County,Adams,7,1,1997,4534,POINT (-94.6991849 41.0289839)
19159,Ringgold County,Ringgold,7,1,1997,5418,POINT (-94.2439719 40.7352023)
19007,Appanoose County,Appanoose,7,1,1997,13752,POINT (-92.8686104 40.7431635)
19081,Hancock County,Hancock,7,1,1997,12158,POINT (-93.7342723 43.0818861)
19161,Sac County,Sac,7,1,1997,11968,POINT (-95.1053946 42.3862604)
19155,Pottawattamie County,Pottawattamie,7,1,1997,84992,POINT (-95.5423935 41.3366123)
19085,Harrison County,Harrison,7,1,1997,15400,POINT (-95.8169209 41.6828528)
19071,Fremont County,Fremont,7,1,1997,8077,POINT (-95.6046765 40.7455892)
19143,Osceola County,Osceola,7,1,1997,7156,POINT (-95.6236852 43.3785704)
19147,Palo Alto County,Palo Alto,7,1,1997,10261,POINT (-94.6781371 43.0820643)
19193,Woodbury County,Woodbury,7,1,1997,103994,POINT (-96.0447673 42.3897169)
19135,Monroe County,Monroe,7,1,1997,8129,POINT (-92.8689877 41.0297826)
19061,Dubuque County,Dubuque,7,1,1997,89097,POINT (-90.8824564 42.468832)
19065,Fayette County,Fayette,7,1,1997,22275,POINT (-91.8443207 42.8625919)
19105,Jones County,Jones,7,1,1997,20522,POINT (-91.1314352 42.1212397)
19139,Muscatine County,Muscatine,7,1,1997,41274,POINT (-91.1127562 41.4839221)
19069,Franklin County,Franklin,7,1,1997,11030,POINT (-93.262473 42.7325458)
19119,Lyon County,Lyon,7,1,1997,11797,POINT (-96.2102924 43.380497)
19133,Monona County,Monona,7,1,1997,10069,POINT (-95.9599235 42.0516663)
19033,Cerro Gordo County,Cerro Gordo,7,1,1997,47080,POINT (-93.2608184 43.0815577)
19077,Guthrie County,Guthrie,7,1,1997,11268,POINT (-94.501055 41.6837548)
19079,Hamilton County,Hamilton,7,1,1997,16356,POINT (-93.7068085 42.3837722)
19025,Calhoun County,Calhoun,7,1,1997,11426,POINT (-94.6404136 42.3851848)
19005,Allamakee County,Allamakee,7,1,1997,14468,POINT (-91.3780923 43.2842838)
19181,Warren County,Warren,7,1,1997,39180,POINT (-93.5613594 41.3343735)
19039,Clarke County,Clarke,7,1,1997,8663,POINT (-93.7851579 41.0290323)
19075,Grundy County,Grundy,7,1,1997,12317,POINT (-92.7914177 42.4018651)
19153,Polk County,Polk,7,1,1997,357986,POINT (-93.5735335 41.6855048)
19001,Adair County,Adair,7,1,1997,8363,POINT (-94.4709413 41.3307464)
19169,Story County,Story,7,1,1997,76937,POINT (-93.4650448 42.0362415)
19059,Dickinson County,Dickinson,7,1,1997,15783,POINT (-95.1508301 43.3779848)
19197,Wright County,Wright,7,1,1997,14662,POINT (-93.7351465 42.7331189)
19111,Lee County,Lee,7,1,1997,38781,POINT (-91.479264 40.6419764)
19009,Audubon County,Audubon,7,1,1997,6920,POINT (-94.9058222 41.6845893)
19067,Floyd County,Floyd,7,1,1997,17028,POINT (-92.7890033 43.0599208)
19083,Hardin County,Hardin,7,1,1997,19062,POINT (-93.2404025 42.3838803)
19097,Jackson County,Jackson,7,1,1997,20199,POINT (-90.5742294 42.1717426)
19137,Montgomery County,Montgomery,7,1,1997,11917,POINT (-95.1563758 41.03014)
19141,Obrien County,Obrien,7,1,1997,15456,POINT (-95.6248784 43.0837527)
19063,Emmet County,Emmet,7,1,1997,11338,POINT (-94.6784803 43.3780225)
19047,Crawford County,Crawford,7,1,1997,16775,POINT (-95.3819678 42.0372125)
19011,Benton County,Benton,7,1,1997,24249,POINT (-92.0656912 42.0801864)
19053,Decatur County,Decatur,7,1,1997,8459,POINT (-93.7862815 40.7376827)
19117,Lucas County,Lucas,7,1,1997,9277,POINT (-93.3277207 41.0293738)
19121,Madison County,Madison,7,1,1997,13480,POINT (-94.0155619 41.3307142)
19173,Taylor County,Taylor,7,1,1997,7069,POINT (-94.6964148 40.7374324)
19195,Worth County,Worth,7,1,1997,8001,POINT (-93.2608476 43.3773984)
19109,Kossuth County,Kossuth,7,1,1997,17645,POINT (-94.2067199 43.20413)
19189,Winnebago County,Winnebago,7,1,1997,11829,POINT (-93.7341955 43.3775678)
19015,Boone County,Boone,7,1,1997,25742,POINT (-93.931671 42.0365493)
19017,Bremer County,Bremer,7,1,1997,23301,POINT (-92.3180548 42.7745873)
19131,Mitchell County,Mitchell,7,1,1997,10957,POINT (-92.7890315 43.3564124)
19057,Des Moines County,Des Moines,7,1,1997,42825,POINT (-91.1814707 40.9231829)
19183,Washington County,Washington,7,1,1997,20349,POINT (-91.7178676 41.335591)
19089,Howard County,Howard,7,1,1997,9980,POINT (-92.3171989 43.3567673)
19175,Union County,Union,7,1,1997,12459,POINT (-94.2423792 41.0277304)
19073,Greene County,Greene,7,1,1997,10333,POINT (-94.3968356 42.0362394)
19125,Marion County,Marion,7,1,1997,31280,POINT (-93.0994367 41.3344515)
19179,Wapello County,Wapello,7,1,1997,36052,POINT (-92.4094499 41.0305845)
19149,Plymouth County,Plymouth,7,1,1997,24739,POINT (-96.2140431 42.7378346)
19123,Mahaska County,Mahaska,7,1,1997,22031,POINT (-92.6409094 41.3352035)
19051,Davis County,Davis,7,1,1997,8428,POINT (-92.4097173 40.7476891)
19041,Clay County,Clay,7,1,1997,17601,POINT (-95.1509194 43.0825804)
19151,Pocahontas County,Pocahontas,7,1,1997,8970,POINT (-94.6787466 42.7341351)
19107,Keokuk County,Keokuk,7,1,1997,11486,POINT (-92.1786426 41.336465)
19031,Cedar County,Cedar,7,1,1997,17860,POINT (-91.1324125 41.7723207)
19045,Clinton County,Clinton,7,1,1997,50793,POINT (-90.5319724 41.8980358)
19115,Louisa County,Louisa,7,1,1997,12087,POINT (-91.2596184 41.2185073)
19035,Cherokee County,Cherokee,7,1,1997,13450,POINT (-95.6238055 42.7356226)
19035,Cherokee County,Cherokee,7,1,1998,13381,POINT (-95.6238055 42.7356226)
19189,Winnebago County,Winnebago,7,1,1998,11876,POINT (-93.7341955 43.3775678)
19115,Louisa County,Louisa,7,1,1998,12050,POINT (-91.2596184 41.2185073)
19043,Clayton County,Clayton,7,1,1998,18952,POINT (-91.3414328 42.8447493)
19109,Kossuth County,Kossuth,7,1,1998,17552,POINT (-94.2067199 43.20413)
19171,Tama County,Tama,7,1,1998,17950,POINT (-92.5325425 42.0798117)
19125,Marion County,Marion,7,1,1998,31317,POINT (-93.0994367 41.3344515)
19051,Davis County,Davis,7,1,1998,8496,POINT (-92.4097173 40.7476891)
19183,Washington County,Washington,7,1,1998,20512,POINT (-91.7178676 41.335591)
19175,Union County,Union,7,1,1998,12345,POINT (-94.2423792 41.0277304)
19163,Scott County,Scott,7,1,1998,157228,POINT (-90.6232428 41.6370978)
19075,Grundy County,Grundy,7,1,1998,12335,POINT (-92.7914177 42.4018651)
19033,Cerro Gordo County,Cerro Gordo,7,1,1998,47091,POINT (-93.2608184 43.0815577)
19061,Dubuque County,Dubuque,7,1,1998,88996,POINT (-90.8824564 42.468832)
19119,Lyon County,Lyon,7,1,1998,11811,POINT (-96.2102924 43.380497)
19193,Woodbury County,Woodbury,7,1,1998,103728,POINT (-96.0447673 42.3897169)
19105,Jones County,Jones,7,1,1998,20587,POINT (-91.1314352 42.1212397)
19003,Adams County,Adams,7,1,1998,4503,POINT (-94.6991849 41.0289839)
19135,Monroe County,Monroe,7,1,1998,8132,POINT (-92.8689877 41.0297826)
19131,Mitchell County,Mitchell,7,1,1998,10941,POINT (-92.7890315 43.3564124)
19077,Guthrie County,Guthrie,7,1,1998,11321,POINT (-94.501055 41.6837548)
19133,Monona County,Monona,7,1,1998,10121,POINT (-95.9599235 42.0516663)
19041,Clay County,Clay,7,1,1998,17662,POINT (-95.1509194 43.0825804)
19153,Polk County,Polk,7,1,1998,360985,POINT (-93.5735335 41.6855048)
19049,Dallas County,Dallas,7,1,1998,36862,POINT (-94.0397374 41.6848862)
19165,Shelby County,Shelby,7,1,1998,13353,POINT (-95.3102113 41.6850926)
19111,Lee County,Lee,7,1,1998,38720,POINT (-91.479264 40.6419764)
19029,Cass County,Cass,7,1,1998,14886,POINT (-94.9278266 41.3314876)
19025,Calhoun County,Calhoun,7,1,1998,11377,POINT (-94.6404136 42.3851848)
19167,Sioux County,Sioux,7,1,1998,31473,POINT (-96.1778827 43.0826174)
19039,Clarke County,Clarke,7,1,1998,8701,POINT (-93.7851579 41.0290323)
19009,Audubon County,Audubon,7,1,1998,6916,POINT (-94.9058222 41.6845893)
19019,Buchanan County,Buchanan,7,1,1998,21084,POINT (-91.8378392 42.4707777)
19139,Muscatine County,Muscatine,7,1,1998,41280,POINT (-91.1127562 41.4839221)
19103,Johnson County,Johnson,7,1,1998,106538,POINT (-91.5880849 41.6715511)
19093,Ida County,Ida,7,1,1998,8024,POINT (-95.5134962 42.3868747)
19147,Palo Alto County,Palo Alto,7,1,1998,10254,POINT (-94.6781371 43.0820643)
19169,Story County,Story,7,1,1998,77833,POINT (-93.4650448 42.0362415)
19107,Keokuk County,Keokuk,7,1,1998,11444,POINT (-92.1786426 41.336465)
19177,Van Buren County,Van Buren,7,1,1998,7736,POINT (-91.9499871 40.7532294)
19083,Hardin County,Hardin,7,1,1998,18981,POINT (-93.2404025 42.3838803)
19053,Decatur County,Decatur,7,1,1998,8416,POINT (-93.7862815 40.7376827)
19097,Jackson County,Jackson,7,1,1998,20155,POINT (-90.5742294 42.1717426)
19067,Floyd County,Floyd,7,1,1998,17059,POINT (-92.7890033 43.0599208)
19141,Obrien County,Obrien,7,1,1998,15498,POINT (-95.6248784 43.0837527)
19087,Henry County,Henry,7,1,1998,20033,POINT (-91.5445241 40.9879383)
19013,Black Hawk County,Black Hawk,7,1,1998,127275,POINT (-92.3088197 42.4700957)
19173,Taylor County,Taylor,7,1,1998,7016,POINT (-94.6964148 40.7374324)
19091,Humboldt County,Humboldt,7,1,1998,10473,POINT (-94.2071868 42.7764686)
19017,Bremer County,Bremer,7,1,1998,23292,POINT (-92.3180548 42.7745873)
19071,Fremont County,Fremont,7,1,1998,7989,POINT (-95.6046765 40.7455892)
19145,Page County,Page,7,1,1998,17374,POINT (-95.1501747 40.7391444)
19027,Carroll County,Carroll,7,1,1998,21705,POINT (-94.8605593 42.0362382)
19117,Lucas County,Lucas,7,1,1998,9395,POINT (-93.3277207 41.0293738)
19007,Appanoose County,Appanoose,7,1,1998,13677,POINT (-92.8686104 40.7431635)
19101,Jefferson County,Jefferson,7,1,1998,16628,POINT (-91.9488774 41.0317596)
19073,Greene County,Greene,7,1,1998,10402,POINT (-94.3968356 42.0362394)
19011,Benton County,Benton,7,1,1998,24453,POINT (-92.0656912 42.0801864)
19085,Harrison County,Harrison,7,1,1998,15498,POINT (-95.8169209 41.6828528)
19159,Ringgold County,Ringgold,7,1,1998,5447,POINT (-94.2439719 40.7352023)
19179,Wapello County,Wapello,7,1,1998,35980,POINT (-92.4094499 41.0305845)
19031,Cedar County,Cedar,7,1,1998,18102,POINT (-91.1324125 41.7723207)
19081,Hancock County,Hancock,7,1,1998,12043,POINT (-93.7342723 43.0818861)
19015,Boone County,Boone,7,1,1998,26023,POINT (-93.931671 42.0365493)
19089,Howard County,Howard,7,1,1998,9966,POINT (-92.3171989 43.3567673)
19161,Sac County,Sac,7,1,1998,11882,POINT (-95.1053946 42.3862604)
19079,Hamilton County,Hamilton,7,1,1998,16371,POINT (-93.7068085 42.3837722)
19149,Plymouth County,Plymouth,7,1,1998,24691,POINT (-96.2140431 42.7378346)
19069,Franklin County,Franklin,7,1,1998,10921,POINT (-93.262473 42.7325458)
19151,Pocahontas County,Pocahontas,7,1,1998,8864,POINT (-94.6787466 42.7341351)
19065,Fayette County,Fayette,7,1,1998,22261,POINT (-91.8443207 42.8625919)
19059,Dickinson County,Dickinson,7,1,1998,16076,POINT (-95.1508301 43.3779848)
19187,Webster County,Webster,7,1,1998,39268,POINT (-94.1817881 42.4279662)
19005,Allamakee County,Allamakee,7,1,1998,14487,POINT (-91.3780923 43.2842838)
19143,Osceola County,Osceola,7,1,1998,7167,POINT (-95.6236852 43.3785704)
19045,Clinton County,Clinton,7,1,1998,50635,POINT (-90.5319724 41.8980358)
19181,Warren County,Warren,7,1,1998,39510,POINT (-93.5613594 41.3343735)
19037,Chickasaw County,Chickasaw,7,1,1998,13272,POINT (-92.3176637 43.0600414)
19185,Wayne County,Wayne,7,1,1998,6910,POINT (-93.3273639 40.7394702)
19195,Worth County,Worth,7,1,1998,7929,POINT (-93.2608476 43.3773984)
19021,Buena Vista County,Buena Vista,7,1,1998,20427,POINT (-95.151149 42.7354936)
19123,Mahaska County,Mahaska,7,1,1998,22126,POINT (-92.6409094 41.3352035)
19157,Poweshiek County,Poweshiek,7,1,1998,18989,POINT (-92.5314684 41.6864422)
19095,Iowa County,Iowa,7,1,1998,15423,POINT (-92.065524 41.6863229)
19001,Adair County,Adair,7,1,1998,8310,POINT (-94.4709413 41.3307464)
19197,Wright County,Wright,7,1,1998,14560,POINT (-93.7351465 42.7331189)
19191,Winneshiek County,Winneshiek,7,1,1998,21064,POINT (-91.8437074 43.2906746)
19155,Pottawattamie County,Pottawattamie,7,1,1998,85677,POINT (-95.5423935 41.3366123)
19137,Montgomery County,Montgomery,7,1,1998,11889,POINT (-95.1563758 41.03014)
19023,Butler County,Butler,7,1,1998,15501,POINT (-92.7901934 42.7315661)
19129,Mills County,Mills,7,1,1998,14145,POINT (-95.6213267 41.0334523)
19121,Madison County,Madison,7,1,1998,13585,POINT (-94.0155619 41.3307142)
19055,Delaware County,Delaware,7,1,1998,18380,POINT (-91.3673502 42.471211)
19057,Des Moines County,Des Moines,7,1,1998,42620,POINT (-91.1814707 40.9231829)
19127,Marshall County,Marshall,7,1,1998,39242,POINT (-92.9987706 42.0358499)
19113,Linn County,Linn,7,1,1998,185450,POINT (-91.5989646 42.0789478)
19063,Emmet County,Emmet,7,1,1998,11303,POINT (-94.6784803 43.3780225)
19099,Jasper County,Jasper,7,1,1998,36087,POINT (-93.053765 41.6860394)
19047,Crawford County,Crawford,7,1,1998,16864,POINT (-95.3819678 42.0372125)
19181,Warren County,Warren,7,1,1999,39911,POINT (-93.5613594 41.3343735)
19053,Decatur County,Decatur,7,1,1999,8538,POINT (-93.7862815 40.7376827)
19039,Clarke County,Clarke,7,1,1999,8841,POINT (-93.7851579 41.0290323)
19123,Mahaska County,Mahaska,7,1,1999,22266,POINT (-92.6409094 41.3352035)
19121,Madison County,Madison,7,1,1999,13702,POINT (-94.0155619 41.3307142)
19057,Des Moines County,Des Moines,7,1,1999,42621,POINT (-91.1814707 40.9231829)
19137,Montgomery County,Montgomery,7,1,1999,11890,POINT (-95.1563758 41.03014)
19111,Lee County,Lee,7,1,1999,38544,POINT (-91.479264 40.6419764)
19139,Muscatine County,Muscatine,7,1,1999,41417,POINT (-91.1127562 41.4839221)
19195,Worth County,Worth,7,1,1999,7926,POINT (-93.2608476 43.3773984)
19197,Wright County,Wright,7,1,1999,14506,POINT (-93.7351465 42.7331189)
19067,Floyd County,Floyd,7,1,1999,16987,POINT (-92.7890033 43.0599208)
19101,Jefferson County,Jefferson,7,1,1999,16553,POINT (-91.9488774 41.0317596)
19083,Hardin County,Hardin,7,1,1999,18912,POINT (-93.2404025 42.3838803)
19141,Obrien County,Obrien,7,1,1999,15457,POINT (-95.6248784 43.0837527)
19009,Audubon County,Audubon,7,1,1999,6893,POINT (-94.9058222 41.6845893)
19169,Story County,Story,7,1,1999,78221,POINT (-93.4650448 42.0362415)
19173,Taylor County,Taylor,7,1,1999,7029,POINT (-94.6964148 40.7374324)
19025,Calhoun County,Calhoun,7,1,1999,11296,POINT (-94.6404136 42.3851848)
19047,Crawford County,Crawford,7,1,1999,16901,POINT (-95.3819678 42.0372125)
19063,Emmet County,Emmet,7,1,1999,11247,POINT (-94.6784803 43.3780225)
19081,Hancock County,Hancock,7,1,1999,12085,POINT (-93.7342723 43.0818861)
19145,Page County,Page,7,1,1999,17330,POINT (-95.1501747 40.7391444)
19115,Louisa County,Louisa,7,1,1999,12114,POINT (-91.2596184 41.2185073)
19035,Cherokee County,Cherokee,7,1,1999,13204,POINT (-95.6238055 42.7356226)
19125,Marion County,Marion,7,1,1999,31601,POINT (-93.0994367 41.3344515)
19051,Davis County,Davis,7,1,1999,8484,POINT (-92.4097173 40.7476891)
19041,Clay County,Clay,7,1,1999,17550,POINT (-95.1509194 43.0825804)
19183,Washington County,Washington,7,1,1999,20506,POINT (-91.7178676 41.335591)
19175,Union County,Union,7,1,1999,12349,POINT (-94.2423792 41.0277304)
19031,Cedar County,Cedar,7,1,1999,18057,POINT (-91.1324125 41.7723207)
19189,Winnebago County,Winnebago,7,1,1999,11741,POINT (-93.7341955 43.3775678)
19109,Kossuth County,Kossuth,7,1,1999,17321,POINT (-94.2067199 43.20413)
19171,Tama County,Tama,7,1,1999,18070,POINT (-92.5325425 42.0798117)
19097,Jackson County,Jackson,7,1,1999,20225,POINT (-90.5742294 42.1717426)
19015,Boone County,Boone,7,1,1999,25930,POINT (-93.931671 42.0365493)
19117,Lucas County,Lucas,7,1,1999,9422,POINT (-93.3277207 41.0293738)
19001,Adair County,Adair,7,1,1999,8305,POINT (-94.4709413 41.3307464)
19179,Wapello County,Wapello,7,1,1999,35948,POINT (-92.4094499 41.0305845)
19045,Clinton County,Clinton,7,1,1999,50553,POINT (-90.5319724 41.8980358)
19089,Howard County,Howard,7,1,1999,9999,POINT (-92.3171989 43.3567673)
19151,Pocahontas County,Pocahontas,7,1,1999,8859,POINT (-94.6787466 42.7341351)
19159,Ringgold County,Ringgold,7,1,1999,5441,POINT (-94.2439719 40.7352023)
19177,Van Buren County,Van Buren,7,1,1999,7774,POINT (-91.9499871 40.7532294)
19149,Plymouth County,Plymouth,7,1,1999,24578,POINT (-96.2140431 42.7378346)
19073,Greene County,Greene,7,1,1999,10442,POINT (-94.3968356 42.0362394)
19113,Linn County,Linn,7,1,1999,187210,POINT (-91.5989646 42.0789478)
19059,Dickinson County,Dickinson,7,1,1999,16236,POINT (-95.1508301 43.3779848)
19049,Dallas County,Dallas,7,1,1999,38152,POINT (-94.0397374 41.6848862)
19131,Mitchell County,Mitchell,7,1,1999,10863,POINT (-92.7890315 43.3564124)
19093,Ida County,Ida,7,1,1999,7928,POINT (-95.5134962 42.3868747)
19167,Sioux County,Sioux,7,1,1999,31649,POINT (-96.1778827 43.0826174)
19127,Marshall County,Marshall,7,1,1999,39238,POINT (-92.9987706 42.0358499)
19065,Fayette County,Fayette,7,1,1999,22179,POINT (-91.8443207 42.8625919)
19021,Buena Vista County,Buena Vista,7,1,1999,20301,POINT (-95.151149 42.7354936)
19095,Iowa County,Iowa,7,1,1999,15463,POINT (-92.065524 41.6863229)
19147,Palo Alto County,Palo Alto,7,1,1999,10245,POINT (-94.6781371 43.0820643)
19029,Cass County,Cass,7,1,1999,14794,POINT (-94.9278266 41.3314876)
19107,Keokuk County,Keokuk,7,1,1999,11406,POINT (-92.1786426 41.336465)
19037,Chickasaw County,Chickasaw,7,1,1999,13237,POINT (-92.3176637 43.0600414)
19193,Woodbury County,Woodbury,7,1,1999,103653,POINT (-96.0447673 42.3897169)
19103,Johnson County,Johnson,7,1,1999,107819,POINT (-91.5880849 41.6715511)
19033,Cerro Gordo County,Cerro Gordo,7,1,1999,46950,POINT (-93.2608184 43.0815577)
19165,Shelby County,Shelby,7,1,1999,13256,POINT (-95.3102113 41.6850926)
19023,Butler County,Butler,7,1,1999,15406,POINT (-92.7901934 42.7315661)
19019,Buchanan County,Buchanan,7,1,1999,21088,POINT (-91.8378392 42.4707777)
19087,Henry County,Henry,7,1,1999,20285,POINT (-91.5445241 40.9879383)
19013,Black Hawk County,Black Hawk,7,1,1999,127743,POINT (-92.3088197 42.4700957)
19155,Pottawattamie County,Pottawattamie,7,1,1999,86609,POINT (-95.5423935 41.3366123)
19027,Carroll County,Carroll,7,1,1999,21703,POINT (-94.8605593 42.0362382)
19153,Polk County,Polk,7,1,1999,365086,POINT (-93.5735335 41.6855048)
19157,Poweshiek County,Poweshiek,7,1,1999,18814,POINT (-92.5314684 41.6864422)
19185,Wayne County,Wayne,7,1,1999,6821,POINT (-93.3273639 40.7394702)
19091,Humboldt County,Humboldt,7,1,1999,10462,POINT (-94.2071868 42.7764686)
19017,Bremer County,Bremer,7,1,1999,23322,POINT (-92.3180548 42.7745873)
19099,Jasper County,Jasper,7,1,1999,36898,POINT (-93.053765 41.6860394)
19055,Delaware County,Delaware,7,1,1999,18487,POINT (-91.3673502 42.471211)
19071,Fremont County,Fremont,7,1,1999,7993,POINT (-95.6046765 40.7455892)
19129,Mills County,Mills,7,1,1999,14265,POINT (-95.6213267 41.0334523)
19007,Appanoose County,Appanoose,7,1,1999,13761,POINT (-92.8686104 40.7431635)
19043,Clayton County,Clayton,7,1,1999,18900,POINT (-91.3414328 42.8447493)
19085,Harrison County,Harrison,7,1,1999,15569,POINT (-95.8169209 41.6828528)
19105,Jones County,Jones,7,1,1999,20369,POINT (-91.1314352 42.1212397)
19191,Winneshiek County,Winneshiek,7,1,1999,21251,POINT (-91.8437074 43.2906746)
19011,Benton County,Benton,7,1,1999,24823,POINT (-92.0656912 42.0801864)
19075,Grundy County,Grundy,7,1,1999,12277,POINT (-92.7914177 42.4018651)
19161,Sac County,Sac,7,1,1999,11852,POINT (-95.1053946 42.3862604)
19003,Adams County,Adams,7,1,1999,4493,POINT (-94.6991849 41.0289839)
19133,Monona County,Monona,7,1,1999,10047,POINT (-95.9599235 42.0516663)
19005,Allamakee County,Allamakee,7,1,1999,14611,POINT (-91.3780923 43.2842838)
19119,Lyon County,Lyon,7,1,1999,11863,POINT (-96.2102924 43.380497)
19077,Guthrie County,Guthrie,7,1,1999,11321,POINT (-94.501055 41.6837548)
19163,Scott County,Scott,7,1,1999,157754,POINT (-90.6232428 41.6370978)
19079,Hamilton County,Hamilton,7,1,1999,16405,POINT (-93.7068085 42.3837722)
19143,Osceola County,Osceola,7,1,1999,7087,POINT (-95.6236852 43.3785704)
19069,Franklin County,Franklin,7,1,1999,10875,POINT (-93.262473 42.7325458)
